2.63975e-11,20.5409,-0,8.094,1.88243e-11,10.7412,-0,8.094,0.235699,-1.43194,0,0.235699,-1.43194,4.09979e-17
6.55219e-11,20.5409,-8.094,8.094,5.33146e-11,10.7412,-8.094,8.094,0.25624,-1.4212,0.008094,0.235699,-1.43194,8.1124e-17
1.44974,20.5409,-8.02221,8.02221,1.44974,10.7412,-8.02221,8.02221,0.276834,-1.41046,0.0161162,0.235699,-1.43194,-2.65531e-11
2.78801,20.5409,-7.95594,7.95594,2.78802,10.7412,-7.95594,7.95594,0.297476,-1.39971,0.0240721,0.235699,-1.43193,-9.87254e-11
4.02525,20.5409,-7.89467,7.89467,4.02525,10.7412,-7.89467,7.89467,0.318164,-1.38897,0.0319668,0.235699,-1.43193,-2.34324e-10
5.16868,20.5409,-7.83805,7.83805,5.16868,10.7412,-7.83805,7.83805,0.338894,-1.37822,0.0398049,0.235699,-1.43192,-4.49759e-10
6.22505,20.5409,-7.78574,7.78574,6.22505,10.7412,-7.78574,7.78574,0.359662,-1.36747,0.0475906,0.235699,-1.43191,-7.60145e-10
7.20064,20.5409,-7.73743,7.73743,7.20064,10.7412,-7.73743,7.73743,0.380465,-1.35672,0.055328,0.235699,-1.43189,-1.17938e-09
8.10128,20.5409,-7.69283,7.69283,8.10128,10.7412,-7.69283,7.69283,0.401301,-1.34596,0.0630209,0.235699,-1.43187,-1.72026e-09
8.93241,20.5409,-7.65167,7.65167,8.93241,10.7412,-7.65167,7.65167,0.422168,-1.3352,0.0706725,0.235699,-1.43184,-2.39451e-09
9.69909,20.5409,-7.6137,7.6137,9.69909,10.7412,-7.6137,7.6137,0.443062,-1.32443,0.0782862,0.235699,-1.43181,-3.21292e-09
10.406,20.5409,-7.5787,7.5787,10.406,10.7412,-7.5787,7.5787,0.463982,-1.31366,0.0858649,0.235699,-1.43178,-4.18537e-09
11.0575,20.5409,-7.54643,7.54643,11.0575,10.7412,-3.21847,7.54643,0.484925,-1.30289,0.0934114,0.235699,-1.43174,-5.32092e-09
11.6571,20.5409,-7.51675,7.51675,10.6649,10.7412,-0.648235,7.56588,0.505871,-1.29211,0.101024,0.235699,-1.43169,-6.6191e-09
12.2085,20.5409,-7.48944,7.48944,9.68721,10.7412,-7.61429,7.61429,0.52681,-1.28132,0.108759,0.235699,-1.43164,-8.07552e-09
