0,0
0.12696,-0.00317126
0.128921,-0.0045092
0.132866,-0.00597653
0.134796,-0.00741323
0.136711,-0.00888912
0.13861,-0.010404
0.144478,-0.0122969
0.146339,-0.013929
0.151165,-0.0159135
0.153978,-0.0177666
0.155778,-0.0195529
0.16152,-0.0219146
0.163272,-0.0238156
0.16599,-0.025908
0.169669,-0.0282211
0.176272,-0.0311319
0.178901,-0.0334424
0.186407,-0.0367763
0.189947,-0.0394499
0.193451,-0.0421978
0.197894,-0.0452424
0.205213,-0.0490776
0.209564,-0.0523366
0.213869,-0.0556872
0.223919,-0.0606987
0.229076,-0.0645599
0.234179,-0.0685301
0,0
0,0
0,0
0,0
0.286192,-0.0995132
0.291773,-0.104732
0,0
0,0
0,0
0.441231,-0.178582
0.448656,-0.186825
0.45688,-0.195627
0.460395,-0.202598
0.468371,-0.211717
0,0
0,0
0.348609,-0.17034
0.353149,-0.176949
0.35848,-0.184123
0,0
0.412825,-0.222569
0,0
0,0
0.501188,-0.289917
0.486219,-0.287778
0.463645,-0.280709
0,0
0.408094,-0.258356
0.404654,-0.261876
0.402852,-0.266457
0.399342,-0.269908
0.39498,-0.272747
0.392236,-0.276679
0.390264,-0.281168
0.389852,-0.28683
0.388566,-0.291911
0.385631,-0.295778
0.38187,-0.298999
0.378083,-0.302174
0.375046,-0.305936
0.374277,-0.311586
0.382577,-0.325021
0.387623,-0.336032
0.384247,-0.339887
0.381575,-0.344378
0.378852,-0.34885
0.378264,-0.355356
0.388412,-0.372263
0.391109,-0.382416
0.390102,-0.389129
0.388298,-0.395146
0.385719,-0.400446
0.383073,-0.405733
0.380359,-0.411007
0.377579,-0.416267
0.377388,-0.424502
0.375757,-0.431267
0.386365,-0.45249
0.38696,-0.462462
0.384857,-0.469398
0.38328,-0.477117
0.382206,-0.485636
0.380999,-0.494182
0.380262,-0.503549
0.378781,-0.512146
0.377752,-0.521574
0.375994,-0.530215
0.375812,-0.541338
0,0
0.407008,-0.612021
0.399783,-0.61438
0.393626,-0.618343
0.387958,-0.623093
0.389516,-0.639749
0.387198,-0.650482
0.384704,-0.661232
0.384504,-0.676343
0,0
0,0
1.32992,-2.51163
0,0
1.72518,-3.42169
1.68606,-3.42888
1.65562,-3.45367
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.473668,-1.26951
0,0
0,0
0,0
1.2038,-3.66749
1.16529,-3.67361
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.167496,-2.48035
0.143687,-2.49887
0,0
0,0
0.040321,-1.46745
0.0256083,-1.46478
0.0109903,-1.46696
-0.00366612,-1.468
-0.0183673,-1.47089
-0.0331939,-1.47663
-0.0482344,-1.48522
-0.0845855,-1.9912
-0.103056,-1.9633
-0.121165,-1.93822
-0.138928,-1.91497
-0.156239,-1.89156
-0.172634,-1.86302
-0.189804,-1.84727
-0.209369,-1.85522
-0.230087,-1.8709
-0.250612,-1.88239
-0.271956,-1.89761
0,0
0,0
0,0
-0.331043,-1.79574
-0.348964,-1.79234
-0.36886,-1.79857
0,0
-0.509863,-2.2561
0,0
0,0
-0.589712,-2.28823
-0.608133,-2.26581
-0.631005,-2.26058
-0.656339,-2.26377
-0.678919,-2.2571
-0.709466,-2.27599
-0.740765,-2.29543
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-0.613231,-1.263
-0.635623,-1.2765
-0.650616,-1.27454
-0.665169,-1.27152
-0.681615,-1.27187
-0.687069,-1.25185
-0.706398,-1.25713
-0.734874,-1.27775
-0.756223,-1.28499
0,0
0,0
0,0
0,0
0,0
0,0
-1.63735,-2.38385
-1.65534,-2.35919
-1.66834,-2.32791
0,0
-1.35173,-1.8087
0,0
-0.850501,-1.09183
-0.84954,-1.06841
-0.852608,-1.05056
0,0
-0.825009,-0.976035
