-0.825573,-0.957144
-0.826504,-0.939091
-0.827826,-0.92186
-0.839695,-0.916494
-0.834468,-0.892719
-0.840583,-0.881444
-0.845162,-0.868703
-0.853093,-0.859508
-0.842425,-0.831971
0,0
-0.858152,-0.814288
-0.857456,-0.797502
0,0
-0.874708,-0.781546
-0.886233,-0.776064
-0.898494,-0.77108
-0.912274,-0.767216
-0.929925,-0.766332
-0.967098,-0.780877
-0.984262,-0.778623
-0.984086,-0.762627
-1.00758,-0.764851
-1.0232,-0.760715
-1.03479,-0.753399
-1.05204,-0.749991
0,0
-2.07086,-1.41478
-2.09902,-1.40347
-2.12716,-1.39174
-2.15443,-1.37905
-2.20963,-1.38346
-2.2549,-1.38064
0,0
0,0
-3.38385,-1.93493
-3.38904,-1.89323
-3.39813,-1.85402
-3.42442,-1.82421
-3.44158,-1.78945
-3.4468,-1.74865
-3.45424,-1.70925
-3.45673,-1.66771
-3.46598,-1.6297
-3.47026,-1.58958
-3.48049,-1.55239
-3.49307,-1.51635
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-0.12297,-0.0274676
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-0.140937,-0.00422478
-0.141972,-0.00283672
-0.136993,-0.00136849
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-0.0873521,0.0880091
-0.0864687,0.0888772
-0.0848865,0.0890129
-0.0839931,0.0898564
-0.0830913,0.0906909
-0.0821812,0.0915164
-0.081263,0.0923327
-0.0803366,0.0931398
-0.0794022,0.0939377
-0.0790978,0.0954963
-0.0781399,0.0962816
-0.609926,0.767066
-0.0780445,0.10019
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-0.522131,0.829324
0,0
0,0
0,0
0,0
0,0
-0.438319,0.798622
-0.432209,0.806486
-0.417179,0.797472
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-0.244548,0.591436
0,0
-0.224686,0.575709
-0.21857,0.576989
-0.21245,0.578205
-0.206328,0.579356
-0.199226,0.577607
-0.191231,0.572928
-0.183656,0.5691
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.120926,0.00422953
0.121962,0.00304635
0.120986,0.00181295
0,0
0,0
----
